WISE_ID,ConstructionType,LoadBearingCapacity (kPa),AlternativeUse,ModificationRecommendation,Success
PG026,Airport Runways,180,,Increase CBR in top 2 layers,False
PG027,Residential Building,50,,,True
PG027,High-rise Building,150,Residential Building,Increase CBR in top 2 layers,False
PG027,Low-rise,100,Residential Building,Increase CBR in top 2 layers,False
PG027,Roads & Highways,70,Residential Building,Use deep foundations or densify subsoil,False
PG027,Bridges,120,Residential Building,Use deep foundations or densify subsoil,False
PG027,Tunnels,150,Residential Building,Increase CBR in top 2 layers,False
PG027,Railway Tracks,80,Residential Building,Use deep foundations or densify subsoil,False
PG027,Pipeline Infrastructure,30,,,True
PG027,Dams,100,Residential Building,Increase CBR in top 2 layers,False
PG027,Water Reservoirs,90,Residential Building,Reduce liquid limit via compaction,False
PG027,Airport Runways,180,Residential Building,Increase CBR in top 2 layers,False
PG028,Residential Building,50,,,True
PG028,High-rise Building,150,Residential Building,Increase CBR in top 2 layers,False
PG028,Low-rise,100,Residential Building,Reduce liquid limit via compaction,False
PG028,Roads & Highways,70,,,True
PG028,Bridges,120,Residential Building,Use deep foundations or densify subsoil,False
PG028,Tunnels,150,Residential Building,Use deep foundations or densify subsoil,False
PG028,Railway Tracks,80,Residential Building,Use deep foundations or densify subsoil,False
PG028,Pipeline Infrastructure,30,,,True
PG028,Dams,100,Residential Building,Reduce liquid limit via compaction,False
PG028,Water Reservoirs,90,Residential Building,Use deep foundations or densify subsoil,False
PG028,Airport Runways,180,Residential Building,Increase CBR in top 2 layers,False
PG029,Residential Building,50,,Reduce liquid limit via compaction,False
PG029,High-rise Building,150,,Reduce liquid limit via compaction,False
PG029,Low-rise,100,,Increase CBR in top 2 layers,False
PG029,Roads & Highways,70,,Increase CBR in top 2 layers,False
PG029,Bridges,120,,Use deep foundations or densify subsoil,False
PG029,Tunnels,150,,Reduce liquid limit via compaction,False
PG029,Railway Tracks,80,,Reduce liquid limit via compaction,False
PG029,Pipeline Infrastructure,30,,Reduce liquid limit via compaction,False
PG029,Dams,100,,Reduce liquid limit via compaction,False
PG029,Water Reservoirs,90,,Reduce liquid limit via compaction,False
PG029,Airport Runways,180,,Increase CBR in top 2 layers,False
PG030,Residential Building,50,,,True
PG030,High-rise Building,150,Residential Building,Increase CBR in top 2 layers,False
PG030,Low-rise,100,Residential Building,Use deep foundations or densify subsoil,False
PG030,Roads & Highways,70,,,True
PG030,Bridges,120,Residential Building,Reduce liquid limit via compaction,False
PG030,Tunnels,150,Residential Building,Increase CBR in top 2 layers,False
PG030,Railway Tracks,80,Residential Building,Use deep foundations or densify subsoil,False
PG030,Pipeline Infrastructure,30,,,True
PG030,Dams,100,Residential Building,Increase CBR in top 2 layers,False
PG030,Water Reservoirs,90,Residential Building,Increase CBR in top 2 layers,False
PG030,Airport Runways,180,Residential Building,Use deep foundations or densify subsoil,False
PG031,Residential Building,50,,,True
PG031,High-rise Building,150,Residential Building,Increase CBR in top 2 layers,False
PG031,Low-rise,100,Residential Building,Use deep foundations or densify subsoil,False
PG031,Roads & Highways,70,,,True
PG031,Bridges,120,Residential Building,Increase CBR in top 2 layers,False
PG031,Tunnels,150,Residential Building,Reduce liquid limit via compaction,False
PG031,Railway Tracks,80,,,True
PG031,Pipeline Infrastructure,30,,,True
PG031,Dams,100,Residential Building,Reduce liquid limit via compaction,False
PG031,Water Reservoirs,90,Residential Building,Use deep foundations or densify subsoil,False
PG031,Airport Runways,180,Residential Building,Increase CBR in top 2 layers,False
PH026,Residential Building,50,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PH026,High-rise Building,150,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
PH026,Low-rise,100,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
PH026,Roads & Highways,70,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PH026,Bridges,120,Pipeline Infrastructure,Increase CBR in top 2 layers,False
PH026,Tunnels,150,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PH026,Railway Tracks,80,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PH026,Pipeline Infrastructure,30,,,True
PH026,Dams,100,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
PH026,Water Reservoirs,90,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PH026,Airport Runways,180,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
PH027,Residential Building,50,,,True
PH027,High-rise Building,150,Residential Building,Increase CBR in top 2 layers,False
PH027,Low-rise,100,Residential Building,Reduce liquid limit via compaction,False
PH027,Roads & Highways,70,,,True
PH027,Bridges,120,Residential Building,Increase CBR in top 2 layers,False
PH027,Tunnels,150,Residential Building,Increase CBR in top 2 layers,False
PH027,Railway Tracks,80,,,True
PH027,Pipeline Infrastructure,30,,,True
PH027,Dams,100,Residential Building,Use deep foundations or densify subsoil,False
PH027,Water Reservoirs,90,Residential Building,Reduce liquid limit via compaction,False
PH027,Airport Runways,180,Residential Building,Reduce liquid limit via compaction,False
PH028,Residential Building,50,,Reduce liquid limit via compaction,False
PH028,High-rise Building,150,,Use deep foundations or densify subsoil,False
PH028,Low-rise,100,,Reduce liquid limit via compaction,False
PH028,Roads & Highways,70,,Reduce liquid limit via compaction,False
PH028,Bridges,120,,Use deep foundations or densify subsoil,False
PH028,Tunnels,150,,Reduce liquid limit via compaction,False
PH028,Railway Tracks,80,,Increase CBR in top 2 layers,False
PH028,Pipeline Infrastructure,30,,Reduce liquid limit via compaction,False
PH028,Dams,100,,Reduce liquid limit via compaction,False
PH028,Water Reservoirs,90,,Use deep foundations or densify subsoil,False
PH028,Airport Runways,180,,Reduce liquid limit via compaction,False
PH029,Residential Building,50,,,True
PH029,High-rise Building,150,Residential Building,Increase CBR in top 2 layers,False
PH029,Low-rise,100,,,True
PH029,Roads & Highways,70,,,True
PH029,Bridges,120,Residential Building,Reduce liquid limit via compaction,False
PH029,Tunnels,150,Residential Building,Increase CBR in top 2 layers,False
PH029,Railway Tracks,80,,,True
PH029,Pipeline Infrastructure,30,,,True
PH029,Dams,100,Residential Building,Reduce liquid limit via compaction,False
PH029,Water Reservoirs,90,,,True
PH029,Airport Runways,180,Residential Building,Increase CBR in top 2 layers,False
PH030,Residential Building,50,,,True
PH030,High-rise Building,150,Residential Building,Use deep foundations or densify subsoil,False
PH030,Low-rise,100,,,True
PH030,Roads & Highways,70,,,True
PH030,Bridges,120,Residential Building,Increase CBR in top 2 layers,False
PH030,Tunnels,150,Residential Building,Use deep foundations or densify subsoil,False
PH030,Railway Tracks,80,,,True
PH030,Pipeline Infrastructure,30,,,True
PH030,Dams,100,,,True
PH030,Water Reservoirs,90,,,True
PH030,Airport Runways,180,Residential Building,Use deep foundations or densify subsoil,False
PH031,Residential Building,50,,,True
PH031,High-rise Building,150,Residential Building,Reduce liquid limit via compaction,False
PH031,Low-rise,100,Residential Building,Increase CBR in top 2 layers,False
PH031,Roads & Highways,70,,,True
PH031,Bridges,120,Residential Building,Use deep foundations or densify subsoil,False
PH031,Tunnels,150,Residential Building,Reduce liquid limit via compaction,False
PH031,Railway Tracks,80,Residential Building,Use deep foundations or densify subsoil,False
PH031,Pipeline Infrastructure,30,,,True
PH031,Dams,100,Residential Building,Reduce liquid limit via compaction,False
PH031,Water Reservoirs,90,Residential Building,Use deep foundations or densify subsoil,False
PH031,Airport Runways,180,Residential Building,Increase CBR in top 2 layers,False
PH032,Residential Building,50,,Reduce liquid limit via compaction,False
PH032,High-rise Building,150,,Reduce liquid limit via compaction,False
PH032,Low-rise,100,,Use deep foundations or densify subsoil,False
PH032,Roads & Highways,70,,Reduce liquid limit via compaction,False
PH032,Bridges,120,,Reduce liquid limit via compaction,False
PH032,Tunnels,150,,Use deep foundations or densify subsoil,False
PH032,Railway Tracks,80,,Reduce liquid limit via compaction,False
PH032,Pipeline Infrastructure,30,,Reduce liquid limit via compaction,False
PH032,Dams,100,,Reduce liquid limit via compaction,False
PH032,Water Reservoirs,90,,Reduce liquid limit via compaction,False
PH032,Airport Runways,180,,Increase CBR in top 2 layers,False
PH033,Residential Building,50,,,True
PH033,High-rise Building,150,Residential Building,Use deep foundations or densify subsoil,False
PH033,Low-rise,100,Residential Building,Increase CBR in top 2 layers,False
PH033,Roads & Highways,70,Residential Building,Use deep foundations or densify subsoil,False
PH033,Bridges,120,Residential Building,Use deep foundations or densify subsoil,False
PH033,Tunnels,150,Residential Building,Increase CBR in top 2 layers,False
PH033,Railway Tracks,80,Residential Building,Increase CBR in top 2 layers,False
PH033,Pipeline Infrastructure,30,,,True
PH033,Dams,100,Residential Building,Use deep foundations or densify subsoil,False
PH033,Water Reservoirs,90,Residential Building,Use deep foundations or densify subsoil,False
PH033,Airport Runways,180,Residential Building,Reduce liquid limit via compaction,False
PH034,Residential Building,50,,Increase CBR in top 2 layers,False
PH034,High-rise Building,150,,Reduce liquid limit via compaction,False
PH034,Low-rise,100,,Reduce liquid limit via compaction,False
PH034,Roads & Highways,70,,Reduce liquid limit via compaction,False
PH034,Bridges,120,,Increase CBR in top 2 layers,False
PH034,Tunnels,150,,Use deep foundations or densify subsoil,False
PH034,Railway Tracks,80,,Increase CBR in top 2 layers,False
PH034,Pipeline Infrastructure,30,,Increase CBR in top 2 layers,False
PH034,Dams,100,,Use deep foundations or densify subsoil,False
PH034,Water Reservoirs,90,,Use deep foundations or densify subsoil,False
PH034,Airport Runways,180,,Reduce liquid limit via compaction,False
PH035,Residential Building,50,,Reduce liquid limit via compaction,False
PH035,High-rise Building,150,,Increase CBR in top 2 layers,False
PH035,Low-rise,100,,Use deep foundations or densify subsoil,False
PH035,Roads & Highways,70,,Reduce liquid limit via compaction,False
PH035,Bridges,120,,Increase CBR in top 2 layers,False
PH035,Tunnels,150,,Use deep foundations or densify subsoil,False
PH035,Railway Tracks,80,,Reduce liquid limit via compaction,False
PH035,Pipeline Infrastructure,30,,Reduce liquid limit via compaction,False
PH035,Dams,100,,Reduce liquid limit via compaction,False
PH035,Water Reservoirs,90,,Reduce liquid limit via compaction,False
PH035,Airport Runways,180,,Increase CBR in top 2 layers,False
PH036,Residential Building,50,,,True
PH036,High-rise Building,150,Residential Building,Use deep foundations or densify subsoil,False
PH036,Low-rise,100,Residential Building,Reduce liquid limit via compaction,False
PH036,Roads & Highways,70,,,True
PH036,Bridges,120,Residential Building,Use deep foundations or densify subsoil,False
PH036,Tunnels,150,Residential Building,Increase CBR in top 2 layers,False
PH036,Railway Tracks,80,,,True
PH036,Pipeline Infrastructure,30,,,True
PH036,Dams,100,Residential Building,Reduce liquid limit via compaction,False
PH036,Water Reservoirs,90,Residential Building,Reduce liquid limit via compaction,False
PH036,Airport Runways,180,Residential Building,Use deep foundations or densify subsoil,False
PH037,Residential Building,50,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PH037,High-rise Building,150,Pipeline Infrastructure,Increase CBR in top 2 layers,False
PH037,Low-rise,100,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
PH037,Roads & Highways,70,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PH037,Bridges,120,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
PH037,Tunnels,150,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PH037,Railway Tracks,80,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PH037,Pipeline Infrastructure,30,,,True
PH037,Dams,100,Pipeline Infrastructure,Increase CBR in top 2 layers,False
PH037,Water Reservoirs,90,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PH037,Airport Runways,180,Pipeline Infrastructure,Increase CBR in top 2 layers,False
PH038,Residential Building,50,,Reduce liquid limit via compaction,False
PH038,High-rise Building,150,,Reduce liquid limit via compaction,False
PH038,Low-rise,100,,Increase CBR in top 2 layers,False
PH038,Roads & Highways,70,,Reduce liquid limit via compaction,False
PH038,Bridges,120,,Increase CBR in top 2 layers,False
PH038,Tunnels,150,,Use deep foundations or densify subsoil,False
PH038,Railway Tracks,80,,Reduce liquid limit via compaction,False
PH038,Pipeline Infrastructure,30,,Reduce liquid limit via compaction,False
PH038,Dams,100,,Increase CBR in top 2 layers,False
PH038,Water Reservoirs,90,,Reduce liquid limit via compaction,False
PH038,Airport Runways,180,,Increase CBR in top 2 layers,False
PH039,Residential Building,50,,,True
PH039,High-rise Building,150,Residential Building,Use deep foundations or densify subsoil,False
PH039,Low-rise,100,Residential Building,Use deep foundations or densify subsoil,False
PH039,Roads & Highways,70,Residential Building,Use deep foundations or densify subsoil,False
PH039,Bridges,120,Residential Building,Reduce liquid limit via compaction,False
PH039,Tunnels,150,Residential Building,Reduce liquid limit via compaction,False
PH039,Railway Tracks,80,Residential Building,Increase CBR in top 2 layers,False
PH039,Pipeline Infrastructure,30,,,True
PH039,Dams,100,Residential Building,Increase CBR in top 2 layers,False
PH039,Water Reservoirs,90,Residential Building,Increase CBR in top 2 layers,False
PH039,Airport Runways,180,Residential Building,Use deep foundations or densify subsoil,False
PH040,Residential Building,50,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PH040,High-rise Building,150,Pipeline Infrastructure,Increase CBR in top 2 layers,False
PH040,Low-rise,100,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PH040,Roads & Highways,70,Pipeline Infrastructure,Increase CBR in top 2 layers,False
